-0.135979	1.21169	-0.226541	-1.70424	2.9228	1.38678	-2.88265	0	0	0	0	0	0	0	
-0.131889	1.20919	-0.229281	-1.70048	2.91738	1.38124	-2.87712	0.817424	-0.498645	-0.550037	0.754473	-1.08892	-1.10428	1.11529	
-0.12278	1.20295	-0.233364	-1.69265	2.90651	1.3702	-2.86599	1.00355	-0.74896	-0.267648	0.813729	-1.08714	-1.10622	1.11297	
-0.112742	1.19494	-0.234816	-1.68405	2.89564	1.35914	-2.85487	1.00361	-0.851926	-0.0230151	0.908005	-1.0867	-1.10648	1.11233	
-0.102711	1.18618	-0.234417	-1.67475	2.88478	1.34808	-2.84375	1.0025	-0.899885	0.102599	0.951509	-1.08523	-1.10672	1.1113	
-0.0926933	1.1771	-0.233083	-1.66515	2.87393	1.33701	-2.83264	1.00105	-0.916414	0.163901	0.967466	-1.08435	-1.10657	1.11097	
-0.0826844	1.16794	-0.231306	-1.65546	2.86309	1.32594	-2.82153	1.00086	-0.914691	0.191152	0.971221	-1.08413	-1.10597	1.11094	
-0.0726733	1.15885	-0.229344	-1.64576	2.85225	1.31488	-2.81042	1.00152	-0.904237	0.201034	0.966456	-1.08429	-1.10509	1.1109	
-0.0626584	1.14989	-0.227325	-1.63614	2.8414	1.30383	-2.79931	1.00165	-0.889051	0.202677	0.957884	-1.08441	-1.10429	1.11099	
-0.0526463	1.14108	-0.225307	-1.6266	2.83056	1.29279	-2.7882	1.00095	-0.871217	0.200592	0.947369	-1.0844	-1.10362	1.11129	
-0.0426431	1.13247	-0.223319	-1.61719	2.81971	1.28175	-2.77708	0.999864	-0.851158	0.196912	0.93535	-1.08443	-1.10318	1.11181	
-0.0326487	1.12408	-0.221371	-1.60791	2.80887	1.27072	-2.76596	0.999172	-0.828213	0.192574	0.919174	-1.08423	-1.1028	1.1121	
-0.0226588	1.11592	-0.219467	-1.59881	2.79803	1.25969	-2.75484	0.998954	-0.802876	0.18806	0.900052	-1.08401	-1.1025	1.11233	
-0.01267	1.10803	-0.217608	-1.5899	2.78719	1.24866	-2.74371	0.998958	-0.776354	0.18377	0.880013	-1.08403	-1.10227	1.11237	
-0.00267998	1.1004	-0.215791	-1.5812	2.77635	1.23763	-2.73259	0.999171	-0.749723	0.179547	0.858991	-1.08422	-1.10207	1.11215	
0.00731222	1.09303	-0.214015	-1.57273	2.7655	1.22661	-2.72147	0.999395	-0.724404	0.175527	0.835129	-1.08451	-1.10186	1.11203	
0.0173067	1.08591	-0.21228	-1.5645	2.75466	1.21559	-2.71034	0.99962	-0.69966	0.171588	0.809197	-1.08487	-1.10165	1.112	
0.0273027	1.07905	-0.210583	-1.55653	2.7438	1.20457	-2.69922	0.999689	-0.673816	0.167673	0.782878	-1.08508	-1.10146	1.11186	
0.0372984	1.07244	-0.208926	-1.54883	2.73295	1.19356	-2.6881	0.999552	-0.646914	0.163862	0.756501	-1.08514	-1.10122	1.11179	
0.0472922	1.06611	-0.207306	-1.5414	2.7221	1.18254	-2.67698	0.999302	-0.61949	0.160129	0.73025	-1.0851	-1.10094	1.11187	
0.0572836	1.06006	-0.205723	-1.53422	2.71125	1.17153	-2.66586	0.999065	-0.591923	0.156549	0.704216	-1.085	-1.10071	1.11198	
0.0672735	1.05428	-0.204173	-1.5273	2.7004	1.16052	-2.65474	0.998987	-0.564421	0.153454	0.678562	-1.08495	-1.10053	1.11201	
0.0772641	1.04877	-0.202648	-1.52064	2.68955	1.14952	-2.64362	0.999198	-0.537053	0.151474	0.653563	-1.08494	-1.10035	1.11199	
0.0872582	1.04354	-0.201135	-1.51422	2.6787	1.13851	-2.6325	0.999691	-0.509905	0.151125	0.62929	-1.08501	-1.10014	1.11195	
0.0972578	1.03857	-0.199619	-1.50804	2.66785	1.12751	-2.62137	1.00029	-0.483122	0.152129	0.605546	-1.08509	-1.1	1.1119	
0.107262	1.03387	-0.198093	-1.5021	2.657	1.11651	-2.61025	1.00069	-0.456642	0.153127	0.58233	-1.0851	-1.09988	1.1119	
0.117271	1.02944	-0.196567	-1.49639	2.64614	1.10551	-2.59913	1.00102	-0.43054	0.152025	0.559354	-1.08519	-1.09966	1.11188	
