-1.14365	0.521192	-0.448316	-1.86713	0.283861	0.835224	-0.167122	0	0	0	0	0	0	0	
-1.11705	0.506692	-0.469611	-1.87025	0.252781	0.846184	-0.136539	5.44474	-2.87667	-4.39711	-0.615132	-6.13792	2.2636	5.99218	
-1.06188	0.475321	-0.513643	-1.8741	0.190132	0.86858	-0.0774433	5.60688	-3.39739	-4.42927	-0.145046	-6.39125	2.22434	5.8108	
-1.00587	0.440645	-0.557278	-1.87371	0.126533	0.889724	-0.0203088	5.59424	-3.53915	-4.29923	0.224404	-6.33414	2.00357	5.61525	
-0.950122	0.405143	-0.599717	-1.87028	0.0637063	0.908845	0.0351048	5.55082	-3.56397	-4.1816	0.460535	-6.23856	1.81643	5.47241	
-0.894896	0.369632	-0.641085	-1.86497	0.00188514	0.926328	0.089182	5.48476	-3.54202	-4.07917	0.600322	-6.13437	1.67472	5.35162	
-0.840384	0.334449	-0.681505	-1.85857	-0.0588775	0.942563	0.142098	5.40451	-3.49902	-3.98781	0.678085	-6.02756	1.56673	5.24239	
-0.786698	0.299747	-0.721068	-1.85157	-0.118567	0.957831	0.193954	5.31636	-3.44631	-3.90409	0.717947	-5.92001	1.48142	5.14048	
-0.733897	0.265592	-0.759836	-1.84429	-0.177183	0.972317	0.244814	5.22442	-3.38957	-3.82574	0.735419	-5.81275	1.41107	5.0437	
-0.682004	0.232011	-0.797856	-1.83691	-0.234733	0.986146	0.294727	5.1313	-3.33173	-3.75135	0.740013	-5.70657	1.35082	4.95079	
-0.631022	0.199006	-0.835164	-1.82951	-0.291233	0.999405	0.34373	5.03859	-3.27423	-3.68008	0.73725	-5.60222	1.29776	4.8611	
-0.580942	0.166572	-0.871789	-1.82217	-0.346706	1.01216	0.391854	4.94673	-3.21732	-3.61128	0.730009	-5.50037	1.25019	4.77426	
-0.53176	0.134707	-0.907754	-1.81492	-0.401178	1.02445	0.439126	4.85466	-3.16029	-3.54395	0.719345	-5.40117	1.20698	4.68979	
-0.483489	0.103417	-0.943066	-1.80779	-0.454673	1.03633	0.485567	4.75997	-3.10174	-3.47675	0.704965	-5.3038	1.1671	4.60683	
-0.436165	0.0727248	-0.977719	-1.80084	-0.507203	1.04782	0.531189	4.66075	-3.04051	-3.40886	0.685581	-5.20657	1.12951	4.5244	
-0.389837	0.0426532	-1.0117	-1.7941	-0.558763	1.05894	0.575994	4.55806	-2.97695	-3.34116	0.659728	-5.10808	1.09359	4.44215	
-0.344528	0.013215	-1.04502	-1.78766	-0.609341	1.06972	0.619989	4.45637	-2.91322	-3.27591	0.627325	-5.00853	1.05938	4.36074	
-0.300218	-0.0156015	-1.07769	-1.78156	-0.658934	1.08016	0.663186	4.36089	-2.85206	-3.21501	0.590885	-4.90969	1.02735	4.28127	
-0.256845	-0.0438297	-1.10974	-1.77582	-0.707558	1.09029	0.705607	4.27412	-2.79508	-3.1584	0.554903	-4.81368	0.99766	4.20439	
