1	0	0	0	0.605	-0.3	0.3	0	0	0	0	0	0	0.399758	1.1409	-0.861105	-1.4057	-1.01608	1.01304	2.22058	0	0	0	0	0	0	0	
1.00038	-3.81337e-08	-0.000189282	0.000401973	0.605106	-0.300286	0.299919	-0.302293	0.32132	0.15243	0.0666759	-0.113938	-0.0324798	0.400384	1.14184	-0.864097	-1.40458	-1.01164	1.00991	2.21642	0.249816	0.375973	-1.19735	0.447018	1.78339	-1.25022	-1.66942	
1.00113	-1.7304e-07	-0.00082543	0.00150243	0.605693	-0.300977	0.299633	-0.310712	0.555397	0.364678	0.167792	-0.16128	-0.081593	0.401562	1.14375	-0.870722	-1.40184	-1.0012	1.00217	2.20608	0.220977	0.38726	-1.45297	0.647956	2.39802	-1.84272	-2.4721	
1.00181	6.05809e-07	-0.00200952	0.00312352	0.606756	-0.301838	0.299088	-0.233621	0.733777	0.594624	0.251981	-0.181827	-0.135595	0.40239	1.14539	-0.877783	-1.39843	-0.98882	0.992114	2.19267	0.110228	0.267655	-1.37161	0.718912	2.55702	-2.17939	-2.89223	
1.00229	4.46836e-06	-0.00376118	0.00514803	0.608185	-0.302769	0.298274	-0.157237	0.872565	0.820967	0.3149	-0.189555	-0.189555	0.402638	1.14634	-0.884189	-1.3948	-0.976029	0.980636	2.17757	-0.0107987	0.114274	-1.19058	0.730766	2.56155	-2.41152	-3.15003	
1.00263	1.38457e-05	-0.00606105	0.00748952	0.609884	-0.303718	0.297194	-0.110652	0.979671	1.03579	0.361541	-0.188993	-0.241774	0.402306	1.14653	-0.889635	-1.39118	-0.963333	0.968137	2.16137	-0.122164	-0.0394811	-0.987423	0.716213	2.51813	-2.58795	-3.33112	
1.0029	3.07256e-05	-0.00887695	0.0100771	0.611785	-0.304648	0.295859	-0.103046	1.05943	1.23756	0.39663	-0.182115	-0.291704	0.401451	1.14597	-0.894073	-1.38767	-0.950881	0.954849	2.14437	-0.219579	-0.182617	-0.787452	0.689453	2.46379	-2.72701	-3.46971	
1.00323	5.61919e-05	-0.0121762	0.0128485	0.613839	-0.305532	0.294281	-0.137304	1.11445	1.42776	0.423289	-0.170396	-0.339158	0.400147	1.14474	-0.897545	-1.38431	-0.938693	0.940932	2.12675	-0.302431	-0.311409	-0.601036	0.655841	2.41238	-2.83977	-3.58101	
1.00371	9.01309e-05	-0.0159302	0.0157474	0.61601	-0.306347	0.292471	-0.213218	1.14645	1.60811	0.443495	-0.154783	-0.384135	0.39846	1.1429	-0.900124	-1.38112	-0.926746	0.926504	2.10862	-0.372208	-0.42556	-0.430281	0.618182	2.36716	-2.93159	-3.67189	
1.00445	0.00013106	-0.0201143	0.0187207	0.618268	-0.307077	0.290442	-0.329635	1.15663	1.78024	0.458599	-0.136037	-0.426694	0.396453	1.14052	-0.901888	-1.37813	-0.91501	0.91166	2.09008	-0.430729	-0.525834	-0.274853	0.57815	2.32806	-3.00588	-3.74604	
1.00557	0.000176031	-0.0247077	0.0217184	0.62059	-0.307706	0.288207	-0.485135	1.14586	1.94552	0.469591	-0.11483	-0.466922	0.394178	1.13767	-0.902911	-1.37534	-0.903455	0.896482	2.0712	-0.479666	-0.613263	-0.133801	0.536877	2.2941	-3.06526	-3.8059	
1.00715	0.000220582	-0.0296924	0.0246918	0.622959	-0.308225	0.285775	-0.678216	1.11471	2.10511	0.47725	-0.0917827	-0.504922	0.391678	1.13442	-0.903262	-1.37276	-0.89206	0.881039	2.05205	-0.520447	-0.688908	-0.00609123	0.495206	2.26421	-3.1119	-3.85329	
1.00931	0.000258748	-0.0350532	0.0275931	0.625359	-0.308625	0.283159	-0.907335	1.06351	2.2599	0.482213	-0.0674715	-0.54081	0.388991	1.13081	-0.903005	-1.37039	-0.880806	0.86539	2.03269	-0.554265	-0.753784	0.109267	0.453794	2.23742	-3.14768	-3.88971	
1.01215	0.000283106	-0.0407764	0.0303748	0.627779	-0.3089	0.280369	-1.1709	0.992447	2.41058	0.485012	-0.0424359	-0.574714	0.386151	1.1269	-0.9022	-1.36822	-0.869679	0.849585	2.01318	-0.582122	-0.808854	0.213215	0.413155	2.2129	-3.17418	-3.91642	
1.01575	0.000284866	-0.0468499	0.0329883	0.630207	-0.30905	0.277414	-1.46722	0.901531	2.55767	0.486104	-0.0171815	-0.606774	0.383184	1.12274	-0.900901	-1.36625	-0.858672	0.833668	1.99355	-0.604884	-0.855058	0.306727	0.373671	2.18977	-3.19272	-3.93438	
1.02022	0.000254003	-0.0532624	0.035384	0.632638	-0.309073	0.274303	-1.79442	0.790662	2.70152	0.485878	0.00782374	-0.63714	0.380113	1.11837	-0.899157	-1.36448	-0.847779	0.817676	1.97386	-0.623383	-0.893426	0.391083	0.33552	2.16668	-3.20428	-3.94392	
1.02564	0.000179443	-0.0600031	0.0375099	0.635065	-0.308973	0.271044	-2.15034	0.659657	2.84234	0.48467	0.0321483	-0.665973	0.376959	1.11383	-0.897011	-1.36289	-0.837006	0.801641	1.95413	-0.638463	-0.92509	0.467918	0.29869	2.1416	-3.20953	-3.94472	
1.03212	4.92619e-05	-0.0670612	0.0393112	0.637484	-0.308752	0.267644	-2.53351	0.508346	2.98006	0.482828	0.055314	-0.693389	0.373738	1.10914	-0.894501	-1.36149	-0.826359	0.785593	1.93442	-0.650245	-0.950227	0.536657	0.263793	2.11644	-3.20985	-3.93916	
1.03974	-0.000149076	-0.0744253	0.0407299	0.639892	-0.30842	0.264111	-2.94196	0.336496	3.11455	0.480685	0.0769006	-0.719516	0.370465	1.10434	-0.891666	-1.36025	-0.815836	0.769553	1.91475	-0.659065	-0.969388	0.597707	0.231076	2.09149	-3.206	-3.92833	
1.04859	-0.000428387	-0.0820835	0.0417037	0.64229	-0.307983	0.26045	-3.37359	0.143866	3.24562	0.478556	0.0965076	-0.744469	0.367154	1.09946	-0.888544	-1.35917	-0.805438	0.753542	1.89514	-0.665244	-0.983159	0.651617	0.200658	2.0668	-3.19861	-3.91301	
1.05878	-0.000801392	-0.0900226	0.0421654	0.644677	-0.307453	0.256666	-3.82617	-0.0697607	3.373	0.476751	0.113747	-0.768335	0.363819	1.09452	-0.885169	-1.35823	-0.795161	0.737575	1.87562	-0.669045	-0.992079	0.69888	0.172604	2.04247	-3.1882	-3.89392	
1.07039	-0.00128027	-0.0982286	0.0420421	0.647057	-0.306843	0.252766	-4.29731	-0.304537	3.49635	0.475577	0.128259	-0.791178	0.36047	1.08955	-0.881573	-1.35743	-0.785005	0.721667	1.85621	-0.670744	-0.996747	0.740168	0.146867	2.01831	-3.17515	-3.87147	
1.08352	-0.00187615	-0.106686	0.0412549	0.649433	-0.306167	0.248755	-4.78448	-0.560528	3.61527	0.475347	0.13971	-0.813025	0.357116	1.08456	-0.877783	-1.35676	-0.774971	0.70583	1.83691	-0.670614	-0.997776	0.776228	0.123332	1.99392	-3.15974	-3.84589	
1.09827	-0.00259852	-0.115376	0.0397178	0.65181	-0.305442	0.244636	-5.28511	-0.837717	3.72931	0.476391	0.147773	-0.833848	0.353768	1.07958	-0.873825	-1.35619	-0.765058	0.690075	1.81775	-0.668843	-0.995626	0.807554	0.101927	1.9693	-3.14229	-3.81758	
1.11472	-0.00345455	-0.124281	0.0373376	0.654197	-0.304685	0.240416	-5.79654	-1.13598	3.838	0.479071	0.152144	-0.85356	0.350432	1.07462	-0.869722	-1.35573	-0.755269	0.674411	1.79873	-0.665567	-0.990657	0.834486	0.0826021	1.9446	-3.12313	-3.78703	
1.13298	-0.00444842	-0.133378	0.0340127	0.656601	-0.303914	0.2361	-6.31602	-1.45505	3.94084	0.483772	0.152553	-0.872009	0.347116	1.06968	-0.865494	-1.35536	-0.745602	0.658847	1.77987	-0.660871	-0.983141	0.857225	0.065326	1.92022	-3.1026	-3.75482	
1.15314	-0.0055804	-0.142642	0.0296332	0.659034	-0.303152	0.231696	-6.84059	-1.79448	4.03729	0.490885	0.148792	-0.88898	0.343827	1.06479	-0.861162	-1.35507	-0.736056	0.643389	1.76118	-0.654908	-0.973456	0.876247	0.0499587	1.89603	-3.08087	-3.72113	
1.17529	-0.00684599	-0.152044	0.0240807	0.661509	-0.302418	0.22721	-7.36716	-2.15361	4.12682	0.500808	0.140717	-0.904179	0.34057	1.05995	-0.856743	-1.35486	-0.726631	0.628041	1.74266	-0.647809	-0.961939	0.891964	0.0363597	1.87199	-3.05812	-3.68617	
1.19954	-0.00823495	-0.161553	0.0172275	0.664042	-0.301735	0.222653	-7.89254	-2.53159	4.20886	0.513933	0.128252	-0.917233	0.337351	1.05518	-0.852253	-1.3547	-0.717325	0.61281	1.72431	-0.639684	-0.948883	0.904731	0.0243893	1.84811	-3.0345	-3.65018	
1.22598	-0.00973027	-0.171132	0.00893747	0.666648	-0.301125	0.218037	-8.4134	-2.92732	4.2829	0.53064	0.111408	-0.927683	0.334176	1.05047	-0.847705	-1.35461	-0.708138	0.597698	1.70615	-0.630634	-0.934551	0.914872	0.0139059	1.82441	-3.01014	-3.61336	
