112.413	-95.0463	43.0944	59.3608	14.875	-10.8657	-13.2152	
67.2446	-87.3595	13.4477	39.4817	-11.9727	-16.9147	-1.1649	
46.5383	-79.036	8.46648	30.962	-7.48535	-14.6458	0.341674	
31.6022	-72.6623	4.0491	24.7581	-4.41648	-11.9523	0.931963	
20.6325	-67.6312	0.381861	19.9211	-2.26782	-9.62371	1.07966	
12.4761	-63.6033	-2.53725	16.1749	-0.743255	-7.72999	1.03184	
6.376	-60.3614	-4.79482	13.3055	0.343185	-6.22062	0.908808	
1.81403	-57.7408	-6.49789	11.1261	1.11313	-5.02696	0.767065	
-1.5757	-55.6036	-7.74584	9.4812	1.64848	-4.08301	0.632234	
-4.0552	-53.8293	-8.62029	8.24277	2.00544	-3.33064	0.515478	
-5.81159	-52.3091	-9.18276	7.30403	2.22281	-2.72011	0.421576	
-6.97551	-50.9415	-9.47516	6.57421	2.32692	-2.20854	0.352897	
-7.63273	-49.6273	-9.52106	5.97389	2.33476	-1.75799	0.311379	
-7.83144	-48.2659	-9.32662	5.43072	2.25585	-1.33346	0.299582	
-7.58625	-46.7495	-8.8808	4.87528	2.09337	-0.900963	0.321355	
-6.8796	-44.9578	-8.15446	4.237	1.84481	-0.425839	0.382432	
-5.66078	-42.7514	-7.09798	3.43734	1.50253	0.12704	0.491194	
-3.87324	-39.9915	-5.65953	2.36939	1.06224	0.774432	0.655057	
-1.78049	-36.8074	-4.00878	1.07571	0.576888	1.49538	0.842049	
0.24368	-33.4996	-2.39785	-0.322305	0.118701	2.23113	1.0083	
1.87051	-30.4449	-1.05726	-1.65118	-0.250627	2.9091	1.1187	
2.8599	-28.0255	-0.160631	-2.70803	-0.489025	3.46332	1.15395	
3.15582	-26.4655	0.257736	-3.37651	-0.584589	3.84761	1.12552	
2.81364	-25.8119	0.296899	-3.63242	-0.531673	4.04571	1.08851	
1.9812	-25.9222	-0.19825	-3.51232	-0.416686	4.0501	1.22033	
0.818659	-26.7388	-0.688637	-3.06155	-0.173821	3.90679	1.318	
-0.343359	-28.0441	-1.34444	-2.36412	0.0339866	3.64386	1.25869	
-1.4507	-29.6549	-2.1033	-1.50058	0.20106	3.29601	1.12594	
-2.46123	-31.4074	-2.87762	-0.554768	0.332141	2.90175	0.960242	
-3.34226	-33.1521	-3.60664	0.394681	0.428926	2.49736	0.783404	
-4.07779	-34.7635	-4.25651	1.29085	0.49092	2.11845	0.606357	
-4.6539	-36.0692	-4.79323	2.01361	0.523668	1.78292	0.431801	
-5.07579	-37.0593	-5.22683	2.55804	0.527905	1.49362	0.256528	
-5.34	-37.8843	-5.59223	3.02809	0.495154	1.23497	0.0663339	
-5.84924	-38.6756	-6.02775	3.49219	-0.202168	1.03539	-0.0433274	
-5.92024	-39.4557	-6.35171	3.99221	-0.522817	0.806029	-0.233404	
-5.91426	-40.2786	-6.56344	4.49852	-0.607584	0.552126	-0.380212	
-5.90145	-41.1254	-6.70878	5.00137	-0.641977	0.29036	-0.470706	
-5.85637	-42.0064	-6.79998	5.50904	-0.660635	0.0181463	-0.518445	
-5.73951	-42.9835	-6.83893	6.07282	-0.682604	-0.267737	-0.534088	
-5.52796	-44.0754	-6.8245	6.71607	-0.718786	-0.563077	-0.526327	
-5.24969	-45.186	-6.76541	7.37801	-0.765558	-0.85142	-0.503801	
-4.97956	-46.148	-6.68621	7.93953	-0.806935	-1.11078	-0.474286	
-4.74257	-46.9245	-6.59746	8.38594	-0.83754	-1.33005	-0.442901	
-4.53177	-47.5516	-6.50033	8.74499	-0.860225	-1.51118	-0.412064	
-4.34167	-48.0572	-6.39697	9.03479	-0.876941	-1.65854	-0.382946	
-4.16771	-48.4639	-6.28911	9.26879	-0.889175	-1.77773	-0.355951	
-4.00602	-48.7905	-6.1789	9.45308	-0.898464	-1.87593	-0.330747	
-3.85435	-49.0515	-6.06692	9.59684	-0.905514	-1.95715	-0.30738	
-3.71066	-49.2585	-5.95424	9.70937	-0.910616	-2.02357	-0.285852	
-3.57426	-49.4211	-5.84048	9.79705	-0.914261	-2.0776	-0.266193	
-3.44379	-49.5471	-5.72666	9.86421	-0.916847	-2.12169	-0.24813	
-3.31769	-49.6426	-5.6143	9.91455	-0.918582	-2.15775	-0.231326	
-3.19659	-49.7126	-5.50184	9.95154	-0.919737	-2.18737	-0.215912	
-3.07887	-49.7612	-5.3912	9.97718	-0.920372	-2.21169	-0.201495	
-2.96462	-49.7925	-5.28185	9.99313	-0.92061	-2.23161	-0.188069	
-2.85339	-49.8098	-5.17412	10.0004	-0.920484	-2.24774	-0.175512	
-2.74534	-49.8159	-5.06744	9.9997	-0.920013	-2.26068	-0.163855	
-2.63977	-49.8127	-4.96241	9.99217	-0.919021	-2.27086	-0.152999	
-2.53635	-49.8017	-4.85901	9.97847	-0.917308	-2.27904	-0.14293	
-2.43448	-49.7845	-4.75761	9.95779	-0.914808	-2.28627	-0.133491	
-2.33483	-49.7637	-4.65733	9.92811	-0.912007	-2.2935	-0.124591	
-2.23918	-49.7421	-4.55676	9.889	-0.909891	-2.30005	-0.116241	
-2.14532	-49.7191	-4.46013	9.85212	-0.90716	-2.29908	-0.108769	
-2.05505	-49.6964	-4.36565	9.81779	-0.904429	-2.29025	-0.102341	
-1.9675	-49.6746	-4.27406	9.78335	-0.901702	-2.27579	-0.0966115	
-1.88357	-49.6542	-4.18347	9.74136	-0.900024	-2.26138	-0.0910286	
-1.80259	-49.6329	-4.09441	9.69524	-0.898872	-2.24767	-0.0856016	
-1.72361	-49.6074	-4.00789	9.65466	-0.896807	-2.23195	-0.0808792	
-1.6472	-49.5786	-3.92367	9.61595	-0.894761	-2.21657	-0.0763968	
-1.57373	-49.5478	-3.84139	9.5767	-0.89308	-2.20282	-0.0719615	
-1.50311	-49.5157	-3.76141	9.53764	-0.891583	-2.1902	-0.0675945	
-1.43575	-49.4833	-3.6839	9.49929	-0.890374	-2.17818	-0.063277	
-1.37216	-49.4514	-3.60895	9.46154	-0.889621	-2.16664	-0.0589471	
-1.31284	-49.4209	-3.53615	9.42415	-0.889115	-2.15581	-0.054694	
-1.25695	-49.3922	-3.46654	9.38823	-0.88788	-2.14534	-0.0506377	
-1.20494	-49.3655	-3.40006	9.35374	-0.885536	-2.13561	-0.0468742	
-1.15727	-49.3416	-3.3375	9.32031	-0.882146	-2.12696	-0.0432607	
-1.1155	-49.3205	-3.27854	9.28855	-0.877819	-2.11944	-0.0399082	
-1.08109	-49.3026	-3.22344	9.25911	-0.872592	-2.11302	-0.0369064	
-1.05562	-49.2882	-3.17265	9.23228	-0.866419	-2.10783	-0.0343661	
-1.04006	-49.278	-3.12794	9.20813	-0.858977	-2.10386	-0.0323089	
-1.03619	-49.2724	-3.09051	9.18682	-0.849747	-2.1012	-0.0309773	
-1.04589	-49.2726	-3.06256	9.16712	-0.838361	-2.10039	-0.0304227	
-1.07269	-49.2792	-3.0452	9.14858	-0.824407	-2.10206	-0.0310118	
-1.12068	-49.2924	-3.04052	9.13144	-0.807382	-2.10668	-0.0331288	
-1.19502	-49.312	-3.0513	9.11654	-0.786681	-2.11482	-0.0372499	
-1.30176	-49.3376	-3.08151	9.1053	-0.761371	-2.12692	-0.0439635	
-1.44848	-49.3689	-3.13637	9.09769	-0.730455	-2.14408	-0.0538543	
-1.64539	-49.4063	-3.2213	9.09365	-0.692595	-2.16767	-0.0678861	
-1.90494	-49.4497	-3.34387	9.0934	-0.645934	-2.19908	-0.0872675	
-2.24302	-49.4993	-3.51362	9.09681	-0.588284	-2.24018	-0.113513	
-2.67987	-49.5554	-3.7427	9.10395	-0.516998	-2.29307	-0.148608	
-3.24146	-49.6186	-4.04669	9.11542	-0.428977	-2.35962	-0.195199	
-3.96196	-49.6908	-4.44555	9.13143	-0.32163	-2.44115	-0.256571	
-4.88864	-49.7749	-4.96592	9.15189	-0.196815	-2.53719	-0.335885	
-6.0975	-49.8699	-5.64657	9.18012	-0.0779076	-2.6408	-0.432035	
-7.75314	-49.951	-6.55871	9.22168	-0.0878181	-2.72628	-0.517871	
-10.3524	-49.9222	-7.91801	9.12749	-0.822004	-2.74708	-0.42045	
-15.5391	-49.7738	-11.1432	6.3287	-5.33365	-3.14383	0.992261	
