1	0	0	0	0.605	-0.3	0.3	0	0	0	0	0	0	0.399758	1.1409	-0.861105	-1.4057	-1.01608	1.01304	2.22058	0	0	0	0	0	0	0	-9.75516	-38.1646	1.87008	29.4024	28.7413	-60.874	-30	
1.00038	-3.81337e-08	-0.000189282	0.000401973	0.605106	-0.300286	0.299919	-0.302293	0.32132	0.15243	0.0666759	-0.113938	-0.0324798	0.400384	1.14184	-0.864097	-1.40458	-1.01164	1.00991	2.21642	0.249816	0.375973	-1.19735	0.447018	1.78339	-1.25022	-1.66942	-14.3625	-45.1368	23.9992	16.8543	13.5993	-49.6347	-23.0784	
1.00113	-1.7304e-07	-0.00082543	0.00150243	0.605693	-0.300977	0.299633	-0.310712	0.555397	0.364678	0.167792	-0.16128	-0.081593	0.401562	1.14375	-0.870722	-1.40184	-1.0012	1.00217	2.20608	0.220977	0.38726	-1.4	0.647956	2.2	-1.84272	-2.4721	-12.808	-43.8861	30.1202	10.0238	7.05318	-42.521	-17.9788	
1.00181	6.05809e-07	-0.00200952	0.00312352	0.606756	-0.301838	0.299088	-0.233621	0.733777	0.594624	0.251981	-0.181827	-0.135595	0.40239	1.14539	-0.877783	-1.39843	-0.98882	0.992114	2.19267	0.110228	0.267655	-1.37161	0.718912	2.2	-2.17939	-2.5	-9.48681	-39.6352	30.2146	6.73717	4.37836	-37.0854	-14.5791	
1.00229	4.46836e-06	-0.00376118	0.00514803	0.608185	-0.302769	0.298274	-0.157237	0.872565	0.820967	0.3149	-0.189555	-0.189555	0.402638	1.14634	-0.884189	-1.3948	-0.976029	0.980636	2.17757	-0.0107987	0.114274	-1.19058	0.730766	2.2	-2.41152	-2.5	-6.05701	-34.7163	28.4538	5.14459	3.09814	-32.4459	-12.0144	
1.00263	1.38457e-05	-0.00606105	0.00748952	0.609884	-0.303718	0.297194	-0.110652	0.979671	1.03579	0.361541	-0.188993	-0.241774	0.402306	1.14653	-0.889635	-1.39118	-0.963333	0.968137	2.16137	-0.122164	-0.0394811	-0.987423	0.716213	2.2	-2.5	-2.5	-2.97223	-29.9222	26.1787	4.34341	2.29391	-28.3962	-9.91834	
1.0029	3.07256e-05	-0.00887695	0.0100771	0.611785	-0.304648	0.295859	-0.103046	1.05943	1.23756	0.39663	-0.182115	-0.291704	0.401451	1.14597	-0.894073	-1.38767	-0.950881	0.954849	2.14437	-0.219579	-0.182617	-0.787452	0.689453	2.2	-2.5	-2.5	-0.291001	-25.4813	23.7553	3.89696	1.64593	-24.9026	-8.13284	
1.00323	5.61919e-05	-0.0121762	0.0128485	0.613839	-0.305532	0.294281	-0.137304	1.11445	1.42776	0.423289	-0.170396	-0.339158	0.400147	1.14474	-0.897545	-1.38431	-0.938693	0.940932	2.12675	-0.302431	-0.311409	-0.601036	0.655841	2.2	-2.5	-2.5	1.98367	-21.4729	21.3951	3.66907	1.03838	-21.8591	-6.58424	
1.00371	9.01309e-05	-0.0159302	0.0157474	0.61601	-0.306347	0.292471	-0.213218	1.14645	1.60811	0.443495	-0.154783	-0.384135	0.39846	1.1429	-0.900124	-1.38112	-0.926746	0.926504	2.10862	-0.372208	-0.42556	-0.430281	0.618182	2.2	-2.5	-2.5	3.89634	-17.8937	19.1577	3.59135	0.443097	-19.1984	-5.23299	
1.00445	0.00013106	-0.0201143	0.0187207	0.618268	-0.307077	0.290442	-0.329635	1.15663	1.78024	0.458599	-0.136037	-0.426694	0.396453	1.14052	-0.901888	-1.37813	-0.91501	0.91166	2.09008	-0.430729	-0.525834	-0.274853	0.57815	2.2	-2.5	-2.5	5.49792	-14.7158	17.0553	3.6241	-0.140233	-16.8691	-4.05332	
1.00557	0.000176031	-0.0247077	0.0217184	0.62059	-0.307706	0.288207	-0.485135	1.14586	1.94552	0.469591	-0.11483	-0.466922	0.394178	1.13767	-0.902911	-1.37534	-0.903455	0.896482	2.0712	-0.479666	-0.613263	-0.133801	0.536877	2.2	-2.5	-2.5	6.83442	-11.9062	15.0867	3.7406	-0.704593	-14.828	-3.02572	
1.00715	0.000220582	-0.0296924	0.0246918	0.622959	-0.308225	0.285775	-0.678216	1.11471	2.10511	0.47725	-0.0917827	-0.504922	0.391678	1.13442	-0.903262	-1.37276	-0.89206	0.881039	2.05205	-0.520447	-0.688908	-0.00609123	0.495206	2.2	-2.5	-2.5	7.94486	-9.43229	13.2472	3.92053	-1.24245	-13.038	-2.13393	
1.00931	0.000258748	-0.0350532	0.0275931	0.625359	-0.308625	0.283159	-0.907335	1.06351	2.2599	0.482213	-0.0674715	-0.54081	0.388991	1.13081	-0.903005	-1.37039	-0.880806	0.86539	2.03269	-0.554265	-0.753784	0.109267	0.453794	2.2	-2.5	-2.5	8.86165	-7.26393	11.5319	4.14711	-1.74805	-11.4669	-1.36373	
1.01215	0.000283106	-0.0407764	0.0303748	0.627779	-0.3089	0.280369	-1.1709	0.992447	2.41058	0.485012	-0.0424359	-0.574714	0.386151	1.1269	-0.9022	-1.36822	-0.869679	0.849585	2.01318	-0.582122	-0.808854	0.213215	0.413155	2.2	-2.5	-2.5	9.61111	-5.37431	9.93747	4.40535	-2.21862	-10.0867	-0.70203	
1.01575	0.000284866	-0.0468499	0.0329883	0.630207	-0.30905	0.277414	-1.46722	0.901531	2.55767	0.486104	-0.0171815	-0.606774	0.383184	1.12274	-0.900901	-1.36625	-0.858672	0.833668	1.99355	-0.604884	-0.855058	0.306727	0.373671	2.2	-2.5	-2.5	10.2129	-3.74217	8.46643	4.67974	-2.65758	-8.87225	-0.135542	
1.02022	0.000254003	-0.0532624	0.035384	0.632638	-0.309073	0.274303	-1.79442	0.790662	2.70152	0.485878	0.00782374	-0.63714	0.380113	1.11837	-0.899157	-1.36448	-0.847779	0.817676	1.97386	-0.623383	-0.893426	0.391083	0.33552	2.16668	-2.5	-2.5	10.6825	-2.34848	7.12296	4.95656	-3.06871	-7.80132	0.348325	
1.02564	0.000179443	-0.0600031	0.0375099	0.635065	-0.308973	0.271044	-2.15034	0.659657	2.84234	0.48467	0.0321483	-0.665973	0.376959	1.11383	-0.897011	-1.36289	-0.837006	0.801641	1.95413	-0.638463	-0.92509	0.467918	0.29869	2.1416	-2.5	-2.5	11.0561	-1.14246	5.85805	5.24809	-3.40963	-6.85824	0.748602	
1.03212	4.92619e-05	-0.0670612	0.0393112	0.637484	-0.308752	0.267644	-2.53351	0.508346	2.98006	0.482828	0.055314	-0.693389	0.373738	1.10914	-0.894501	-1.36149	-0.826359	0.785593	1.93442	-0.650245	-0.950227	0.536657	0.263793	2.11644	-2.5	-2.5	11.3386	-0.116672	4.68895	5.53648	-3.69919	-6.02477	1.07958	
1.03974	-0.000149076	-0.0744253	0.0407299	0.639892	-0.30842	0.264111	-2.94196	0.336496	3.11455	0.480685	0.0769006	-0.719516	0.370465	1.10434	-0.891666	-1.36025	-0.815836	0.769553	1.91475	-0.659065	-0.969388	0.597707	0.231076	2.09149	-2.5	-2.5	11.5397	0.745243	3.61395	5.8132	-3.94259	-5.2873	1.35016	
1.04859	-0.000428387	-0.0820835	0.0417037	0.64229	-0.307983	0.26045	-3.37359	0.143866	3.24562	0.478556	0.0965076	-0.744469	0.367154	1.09946	-0.888544	-1.35917	-0.805438	0.753542	1.89514	-0.665244	-0.983159	0.651617	0.200658	2.0668	-2.5	-2.5	11.6695	1.46078	2.62699	6.07313	-4.14213	-4.63442	1.56738	
1.05878	-0.000801392	-0.0900226	0.0421654	0.644677	-0.307453	0.256666	-3.82617	-0.0697607	3.373	0.476751	0.113747	-0.768335	0.363819	1.09452	-0.885169	-1.35823	-0.795161	0.737575	1.87562	-0.669045	-1	0.69888	0.172604	2.04247	-2.5	-2.5	11.735	2.03675	1.72805	6.30939	-4.30223	-4.05521	1.73757	
1.07039	-0.00128027	-0.0982286	0.0420421	0.647057	-0.306843	0.252766	-4.29731	-0.304537	3.49635	0.475577	0.128259	-0.791178	0.36047	1.08955	-0.881573	-1.35743	-0.785005	0.721667	1.85621	-0.670744	-1	0.740168	0.146867	2.01831	-2.5	-2.5	11.7428	2.48453	0.914513	6.51791	-4.4268	-3.54028	1.86663	
